year,state,total_labor_force,attain_Less than high school,attain_High school,attain_Some college,attain_BA or greater,share_Less than high school,share_High school,share_Some college,share_BA or greater
2022,New Mexico,926643.2817891438,94746.21134440103,274088.4562174479,267044.4717305501,290764.1424967448,0.10224669320589795,0.29578637389810186,0.2881847599595673,0.31378217293643285
2022,New York,9530469.097554525,661116.192972819,2293835.339864095,1983128.3653767903,4592389.19934082,0.06936869383926321,0.24068441084948095,0.20808297525309136,0.4818639200581644
2022,North Carolina,5128736.997965495,426812.9630330404,1358930.3774820964,1340429.2655232747,2002564.3919270833,0.08321989667287515,0.2649639429787815,0.261356600280928,0.3904595600674153
2022,North Dakota,408488.0540555318,22789.011510213215,104148.60445276897,133575.14884440103,147975.2892481486,0.05578868533353773,0.25496120001249906,0.32699891102872297,0.3622512036252402
2022,Ohio,5732247.846964519,404222.06193033856,1810656.57224528,1582362.7889607747,1935006.423828125,0.07051719896312443,0.3158719965683451,0.2760457731775688,0.3375650312909616
2022,Oklahoma,1890722.0367736816,181322.85522460938,632825.2126363119,487029.78934733075,589544.1795654297,0.09590138142887347,0.33470028926946954,0.2575893123763427,0.3118090169253143
2022,Oregon,2182085.331858317,157063.19777425128,523804.296681722,626227.7594706217,874990.077931722,0.07197848566283722,0.240047576982536,0.2869859167869072,0.4009880205677196
2022,Pennsylvania,6442717.501424153,430822.6346842448,1940255.956237793,1403005.5634562175,2668633.3470458984,0.06686970747809633,0.30115490176449644,0.2177661154855983,0.41420927527180895
2022,Rhode Island,577377.7679494222,33722.62946573894,130947.05933125815,145573.2424621582,267134.8366902669,0.058406525740514845,0.22679615773278092,0.25212824348808366,0.4626690730386205
2022,South Carolina,2356636.847768148,175656.7128397624,729117.6904602051,617520.2359110514,834342.2085571289,0.07453703060194362,0.3093890733104321,0.2620345330235644,0.35403936306405986
2022,South Dakota,483618.23562113446,32307.35724385579,133253.56258392334,157131.29942830405,160926.01636505127,0.0668034306075367,0.27553461132990426,0.3249077223618184,0.3327542357007406
2022,Tennessee,3341903.034790039,217893.91346232098,963427.9371744791,918792.4149983724,1241788.7691548665,0.0652005492660892,0.28828722052823064,0.27493090177468216,0.371581328430998
2022,Texas,14620699.634399414,1511659.9589233398,3858256.6064860024,3870964.9881388345,5379818.080851237,0.10339176624398491,0.26389001230887343,0.2647592170645017,0.36795900438264
2022,Utah,1738017.6406148274,149652.66019694012,441383.20807902014,512069.3398234049,634912.4325154622,0.08610537470954563,0.25395784125808984,0.2946283903322519,0.3653083937001126
2022,Vermont,342839.8009961446,17319.45530954997,91914.78759511311,71028.12113062541,162577.4369608561,0.05051763318969123,0.2680983576820672,0.20717583233991016,0.47420817678833144
2022,Virginia,4398584.686482747,293625.2360229492,1040759.8163248698,1005569.8091837565,2058629.8249511719,0.06675448057764727,0.2366124311584178,0.2286121288681708,0.46802095939576416
2022,Washington,3984321.6590779624,292431.2666422526,884244.7802530924,1130005.3643188477,1677640.2478637695,0.07339549656488478,0.22193107281848354,0.28361298635219867,0.42106044426443295
2022,West Virginia,777793.2459411621,53484.722330729164,300972.4842936198,201532.9696044922,221803.06971232095,0.06876470400049621,0.38695692700369316,0.2591086650034212,0.28516970399238945
2022,Wisconsin,3054157.03129069,212123.2212117513,848127.6044108073,878478.4501749674,1115427.755493164,0.06945393410963804,0.27769613537270793,0.2876336878473212,0.36521624267033287
2022,Wyoming,289669.4912897746,22911.43904622396,91712.68549219768,92982.62054697672,82062.74620437622,0.07909510575038159,0.31661147704523607,0.3209955599154222,0.28329785728896006
